Base,OrientacionH1,OrientacionH2,SignoV,SignoH1,SignoH2,AnguloH1,AnguloH2,EjeV,EjeH1,EjeH2,Norte,Oeste,LatEstacion,LonEstacion,Norte.1,Oeste.1,LatSismo,LonSismo,Fecha,Institucion,IDEstacion,HoraEpicentro,HoraPrimerMuestra,Profundidad,Mw,Mb,Ms,Mc,Ma,Me,Md,Ml,M,GMW,IDSismo
AZIH9607.151,NE,NE,1.0,1.0,1.0,90,0,0.0,1.0,2.0,N,W,17.60654,101.46526,N,W,17.45,-101.16,1996-07-15,INSTITUTO DE INGENIERIA UNAM,AZIH,21:23:38.5,21:23:40   ,20.0,0.0,5.7,6.5,6.0,0.0,0.0,0.0,0.0,0.0,6.6,071596D
COMA0608.131,NW,NW,1.0,1.0,1.0,00,90,2.0,0.0,1.0,N,W,19.325266,103.760813,N,W,18.23,-103.62,2006-08-13,INSTITUTO DE INGENIERIA UNAM,COMA,15:14:26,15:14:18.000,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.1,5.3,200608131514A
RABO1808.221,NE,NE,1.0,1.0,1.0,90,0,1.0,0.0,2.0,N,W,18.569078,98.445409,N,W,16.534,-98.745,2018-08-22,INSTITUTO DE INGENIERIA UNAM ,RABO,18:03:08,18:02:56.000,8.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.3,5.3,201808221803A
COPL0903.271,NW,NW,1.0,1.0,1.0,90,0,1.0,0.0,2.0,N,W,16.61081,98.98399,N,W,17.35,-100.82,2009-03-27,INSTITUTO DE INGENIERIA UNAM,COPL,08:48:16,08:48:24.000,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.3,5.3,200903270848A
OXPC1802.171,NE,NE,1.0,1.0,1.0,00,90,2.0,0.0,1.0,N,W,17.051219,96.722974,N,W,15.844,-97.989,2018-02-17,INSTITUTO DE INGENIERIA UNAM ,OXPC,00:36:51,00:36:52.000,24.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.9,6.0,201802170036A
AZIH8509.211,NE,NE,1.0,1.0,1.0,90,0,0.0,1.0,2.0,N,W,17.60654,101.46526,N,W,18.021,-101.479,1985-09-21,INSTITUTO DE INGENIERIA UNAM,AZIH,01:37:18.4,01:37:19.48,15.0,0.0,6.3,7.6,7.5,0.0,0.0,0.0,0.0,0.0,7.5,092185A
COMD0401.011,NW,NW,1.0,1.0,1.0,90,0,1.0,0.0,2.0,N,W,18.122359,100.523804,N,W,17.34,-101.42,2004-01-01,INSTITUTO DE INGENIERIA UNAM,COMD,23:31:49.0,23:32:06.00,6.0,0.0,5.6,5.7,5.0,5.9,6.3,0.0,0.0,0.0,6.0,010104K
COYC0810.201,NW,NW,1.0,1.0,1.0,90,0,1.0,0.0,2.0,N,W,16.997788,100.089963,N,W,17.25,-102.09,2008-10-20,INSTITUTO DE INGENIERIA UNAM,COYC,05:00:52,05:00:59.000,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.1,5.2,200810200501A
ACAR1808.221,NE,NE,1.0,1.0,1.0,00,90,2.0,0.0,1.0,N,W,16.888789,99.835027,N,W,16.534,-98.745,2018-08-22,INSTITUTO DE INGENIERIA UNAM ,ACAR,18:03:08,18:02:54.000,8.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.3,5.3,201808221803A
CUP10301.221,NE,NE,1.0,1.0,1.0,90,0,0.0,1.0,2.0,N,W,19.33024,99.181076,N,W,18.6,-104.22,2003-01-22,INSTITUTO DE INGENIERIA UNAM,CUP1,02:06:34.5,02:08:58    ,9.0,0.0,6.5,7.6,0.0,7.2,7.6,0.0,0.0,0.0,7.5,012203A
COPL1802.172,NE,NE,1.0,1.0,1.0,90,0,1.0,0.0,2.0,N,W,16.61081,98.98399,N,W,16.262,-98.105,2018-02-17,INSTITUTO DE INGENIERIA UNAM ,COPL,21:30:43,21:30:22.000,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.3,5.2,201802172130A
RIOG1511.231,NW,NW,1.0,1.0,1.0,90,0,1.0,0.0,2.0,N,W,16.01435,97.43863,N,W,16.86,-98.94,2015-11-23,INSTITUTO DE INGENIERIA UNAM,RIOG,20:41:20,20:41:28.000,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.6,5.6,201511232041A
ACP21308.214,NW,NW,1.0,1.0,1.0,00,90,2.0,0.0,1.0,N,W,16.874294,99.886505,N,W,16.73,-99.7,2013-08-21,INSTITUTO DE INGENIERIA UNAM ,ACP2,13:02:18,13:01:43.000,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.3,201308211302A
ACP21808.221,NE,NE,1.0,1.0,1.0,00,90,2.0,0.0,1.0,N,W,16.874294,99.886505,N,W,16.534,-98.745,2018-08-22,INSTITUTO DE INGENIERIA UNAM ,ACP2,18:03:08,18:02:54.000,8.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.3,5.3,201808221803A
PET29805.161,NW,NW,1.0,1.0,1.0,90,0,1.0,0.0,2.0,N,W,17.535396,101.262608,N,W,17.25,-101.35,1998-05-16,INSTITUTO DE INGENIERIA UNAM,PET2,17:41:52.7,17:41:29.815,14.0,0.0,5.0,4.3,5.1,5.1,5.3,0.0,0.0,0.0,5.2,051698F
RABO1310.062,NW,NW,1.0,1.0,1.0,90,0,1.0,0.0,2.0,N,W,18.569078,98.445409,N,W,16.81,-100.11,2013-10-06,INSTITUTO DE INGENIERIA UNAM ,RABO,15:10:56,15:11:23.000,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.1,201310061510A
HMTT1004.201,NW,NW,1.0,1.0,1.0,00,90,2.0,0.0,1.0,N,W,17.798341,98.559717,N,W,16.07,-98.34,2010-04-20,INSTITUTO DE INGENIERIA UNAM,HMTT,02:28:57,02:28:43.000,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,201004200229A
TOTO1802.172,NE,NE,1.0,1.0,1.0,90,0,1.0,0.0,2.0,N,W,19.330241,98.256828,N,W,16.072,-97.802,2018-02-17,INSTITUTO DE INGENIERIA UNAM ,TOTO,03:54:42,03:55:40.000,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.2,0.0,0
TOTO0903.271,NW,NW,1.0,1.0,1.0,00,90,2.0,0.0,1.0,N,W,19.330241,98.256828,N,W,17.35,-100.82,2009-03-27,INSTITUTO DE INGENIERIA UNAM,TOTO,08:48:16,08:48:38.000,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.3,5.3,200903270848A
PBP21104.261,NW,NW,1.0,1.0,1.0,90,0,1.0,0.0,2.0,N,W,19.045439,98.208468,N,W,16.71,-99.69,2011-04-26,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA  FACULTAD,PBP2,11:07:28,11:08:11.000,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,5.4,201104261107A
CUP59509.141,NE,NE,1.0,1.0,1.0,90,0,0.0,1.0,2.0,N,W,19.33024,99.181076,N,W,16.31,-98.88,1995-09-14,INSTITUTO DE INGENIERIA UNAM,CUP5,14:04:30.5,14:05:54   ,22.0,0.0,6.4,7.2,7.3,0.0,0.0,0.0,0.0,0.0,7.3,091495C
BALC8903.101,SE,SE,1.0,1.0,1.0,90,0,1.0,0.0,2.0,N,W,18.011,101.216,N,W,17.446,-101.089,1989-03-10,INSTITUTO DE INGENIERIA UNAM,BALC,05:19:51.0,05:20:07.50,18.0,0.0,5.3,4.8,5.0,0.0,0.0,0.0,0.0,0.0,5.4,031089A
PET21405.101,NW,NW,1.0,1.0,1.0,90,0,1.0,0.0,2.0,N,W,17.535396,101.262608,N,W,17.06,-100.95,2014-05-10,INSTITUTO DE INGENIERIA UNAM,PET2,07:36:01,07:35:21.000,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.1,6.1,201405100736A
NITA1405.101,NW,NW,1.0,1.0,1.0,00,90,2.0,0.0,1.0,N,W,19.020738,102.085089,N,W,17.06,-100.95,2014-05-10,INSTITUTO DE INGENIERIA UNAM,NITA,07:36:01,07:36:18.000,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.1,6.1,201405100736A
OZST1712.211,NE,NE,1.0,1.0,1.0,00,90,0.0,1.0,2.0,N,W,18.860758,97.094119,N,W,15.929,-98.379,2017-12-21,INSTITUTO DE INGENIERIA UNAM ,OZST,03:23:32,03:24:26.000,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.2,5.2,201712210323A
SJLL1203.2124,NW,NW,1.0,1.0,1.0,00,90,2.0,0.0,1.0,N,W,16.657822,98.498463,N,W,15.85,-8.67,2012-03-21,INSTITUTO DE INGENIERIA UNAM ,SJLL,02:25:29,02:25:07.000,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0
COPL9509.142,NE,NE,1.0,1.0,1.0,90,0,0.0,1.0,2.0,N,W,16.61081,98.98399,N,W,16.31,-98.88,1995-09-14,INSTITUTO DE INGENIERIA UNAM,COPL,14:04:30.5,14:09:16.64,22.0,0.0,6.4,7.2,7.3,0.0,0.0,0.0,0.0,0.0,7.3,091495C
COPL1605.081,NW,NW,1.0,1.0,1.0,90,0,1.0,0.0,2.0,N,W,16.61081,98.98399,N,W,16.25,-97.98,2016-05-08,INSTITUTO DE INGENIERIA UNAM ,COPL,07:33:59,07:33:36.000,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,5.9,201605080734A
COPL1203.215,NW,NW,1.0,1.0,1.0,90,0,1.0,0.0,2.0,N,W,16.61081,98.98399,N,W,15.85,-98.67,2012-03-21,INSTITUTO DE INGENIERIA UNAM ,COPL,02:25:29,02:25:01.000,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0
TAMA1605.081,NE,NE,1.0,1.0,1.0,90,0,1.0,0.0,2.0,N,W,16.26116,96.57529,N,W,16.25,-97.98,2016-05-08,INSTITUTO DE INGENIERIA UNAM ,TAMA,07:33:59,07:33:33.000,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,5.9,201605080734A
CUIP8509.211,NW,SE,1.0,1.0,1.0,90,0,0.0,1.0,2.0,N,W,19.33,99.183,N,W,18.021,-101.479,1985-09-21,INSTITUTO DE INGENIERIA UNAM,CUIP,01:37:18.4,01:38:56,15.0,0.0,6.3,7.6,7.5,0.0,0.0,0.0,0.0,0.0,7.5,092185A
PZPU1802.191,NE,NE,1.0,1.0,1.0,00,90,0.0,1.0,2.0,N,W,19.055379,98.227092,N,W,16.248,-97.775,2018-02-19,INSTITUTO DE INGENIERIA UNAM ,PZPU,06:56:58,06:57:35.284,10.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,5.9,201802190657A
SLU21708.181,NE,NE,1.0,1.0,1.0,90,0,1.0,0.0,2.0,N,W,17.280802,100.935496,N,W,16.853,-100.451,2017-08-18,INSTITUTO DE INGENIERIA UNAM ,SLU2,05:15:12,05:14:42.000,5.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.3,5.4,201708180515A
OXLC1203.212,NW,NW,1.0,1.0,1.0,90,0,1.0,0.0,2.0,N,W,17.065039,96.703157,N,W,15.85,-98.67,2012-03-21,INSTITUTO DE INGENIERIA UNAM ,OXLC,02:25:29,02:25:41.000,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0
JAMI1802.1783,NE,NE,1.0,1.0,1.0,90,0,1.0,0.0,2.0,N,W,16.284353,97.820692,N,W,16.262,-98.105,2018-02-17,INSTITUTO DE INGENIERIA UNAM ,JAMI,21:30:43,21:29:58.000,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.3,5.2,201802172130A
COYC1405.081,NW,NW,1.0,1.0,1.0,00,90,2.0,0.0,1.0,N,W,16.997788,100.089963,N,W,17.11,-100.87,2014-05-08,INSTITUTO DE INGENIERIA UNAM,COYC,17:00:16,16:59:39.000,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.4,6.5,201405081700A
CANA1511.231,NW,NW,1.0,1.0,1.0,00,90,2.0,0.0,1.0,N,W,18.567007,101.977162,N,W,16.86,-8.9,2015-11-23,INSTITUTO DE INGENIERIA UNAM,CANA,20:41:20,20:42:10.000,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.6,0.0,0
COPL1308.211,NW,NW,1.0,1.0,1.0,90,0,1.0,0.0,2.0,N,W,16.61081,98.98399,N,W,16.79,-99.56,2013-08-21,INSTITUTO DE INGENIERIA UNAM ,COPL,12:38:30,12:37:52.000,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.2,201308211238A
COYC9310.241,NE,NE,1.0,1.0,1.0,90,0,0.0,1.0,2.0,N,W,16.997788,100.089963,N,W,16.54,-98.98,1993-10-24,INSTITUTO DE INGENIERIA UNAM,COYC,07:52:18.2,07:52:51.27,19.0,0.0,6.2,6.6,6.5,0.0,0.0,0.0,0.0,0.0,6.6,102493C
OXLC1308.211,NW,NW,1.0,1.0,1.0,90,0,1.0,0.0,2.0,N,W,17.065039,96.703157,N,W,16.79,-99.56,2013-08-21,INSTITUTO DE INGENIERIA UNAM ,OXLC,12:38:30,12:38:29.000,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.2,201308211238A
OXPM1308.211,NW,NW,1.0,1.0,1.0,90,0,1.0,0.0,2.0,N,W,17.061391,96.716899,N,W,16.79,-99.56,2013-08-21,INSTITUTO DE INGENIERIA UNAM ,OXPM,12:38:30,12:39:14.000,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.2,201308211238A
PRJS0301.221,NE,NE,1.0,1.0,1.0,00,90,2.0,0.0,1.0,N,W,19.42,99.16,N,W,18.6,-104.22,2003-01-22,INSTITUTO DE INGENIERIA  UNAM,PRJS,02:06:34.5,02:06:36.13,9.0,0.0,6.5,7.6,0.0,7.2,7.6,0.0,0.0,0.0,7.5,012203A
VNTA1104.261,NW,NW,1.0,1.0,1.0,90,0,1.0,0.0,2.0,N,W,16.91426,99.81885,N,W,16.71,-99.69,2011-04-26,INSTITUTO DE INGENIERIA UNAM ,VNTA,11:07:28,11:06:53.000,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,5.4,201104261107A
OXPM1605.081,NE,NE,1.0,1.0,1.0,90,0,1.0,0.0,2.0,N,W,17.061391,96.716899,N,W,16.25,-97.98,2016-05-08,INSTITUTO DE INGENIERIA UNAM ,OXPM,07:33:59,07:33:34.000,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,5.9,201605080734A
PUVA1405.101,NW,NW,1.0,1.0,1.0,00,90,2.0,0.0,1.0,N,W,20.626163,105.219166,N,W,17.06,-100.95,2014-05-10,INSTITUTO DE INGENIERIA UNAM,PUVA,07:36:01,07:38:00.000,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.1,6.1,201405100736A
OXLC1605.081,NE,NE,1.0,1.0,1.0,90,0,1.0,0.0,2.0,N,W,17.065039,96.703157,N,W,16.25,-97.98,2016-05-08,INSTITUTO DE INGENIERIA UNAM ,OXLC,07:33:59,07:33:24.000,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,5.9,201605080734A
PHPU0401.131,NW,NW,1.0,1.0,1.0,90,0,1.0,0.0,2.0,N,W,19.044223,98.168466,N,W,15.99,-97.15,2004-01-13,INSTITUTO DE INGENIERIA UNAM/,PHPU,21:28:58.0,21:29:56.00 ,16.0,0.0,5.5,5.1,5.5,5.3,5.7,0.0,0.0,0.0,5.4,011304J
UNIO9805.091,NW,NW,1.0,1.0,1.0,90,0,1.0,0.0,2.0,N,W,17.98762,101.810623,N,W,17.34,-101.41,1998-05-09,INSTITUTO DE INGENIERIA UNAM,UNIO,17:03:13.1,17:03:05.815,18.0,0.0,4.8,4.7,4.8,5.2,5.1,0.0,0.0,0.0,5.2,050998I
CDAO9509.141,NE,NE,1.0,1.0,1.0,90,0,0.0,1.0,2.0,N,W,19.373913,99.096997,N,W,16.31,-98.88,1995-09-14,INSTITUTO DE INGENIERIA UNAM,CDAO,14:04:30.5,14:05:26.15,22.0,0.0,6.4,7.2,7.3,0.0,0.0,0.0,0.0,0.0,7.3,091495C
RIOG1308.161,NW,NW,1.0,1.0,1.0,90,0,1.0,0.0,2.0,N,W,16.01435,97.43863,N,W,16.54,-98.59,2013-08-16,INSTITUTO DE INGENIERIA UNAM ,RIOG,15:32:59,15:33:03.000,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.1,5.3,201308161533A
SXPU1802.171,NE,NE,1.0,1.0,1.0,00,90,0.0,1.0,2.0,N,W,19.039943,98.215087,N,W,15.844,-97.989,2018-02-17,INSTITUTO DE INGENIERIA UNAM ,SXPU,00:36:51,00:37:46.915,24.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.9,6.0,201802170036A
COPL1405.081,NW,NW,1.0,1.0,1.0,90,0,1.0,0.0,2.0,N,W,16.61081,98.98399,N,W,17.11,-100.87,2014-05-08,INSTITUTO DE INGENIERIA UNAM,COPL,17:00:16,17:00:19.000,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.4,6.5,201405081700A
MEZO9607.151,NE,NE,1.0,1.0,1.0,00,90,1.0,0.0,2.0,N,W,19.188,99.228,N,W,17.45,-101.16,1996-07-15,INSTITUTO DE INGENIERIA UNAM,MEZO,21:23:38.5,21:24:16.58,20.0,0.0,5.7,6.5,6.0,0.0,0.0,0.0,0.0,0.0,6.6,071596D
CALE0608.131,NW,NW,1.0,1.0,1.0,90,0,1.0,0.0,2.0,N,W,18.07287,102.754441,N,W,18.23,-103.62,2006-08-13,INSTITUTO DE INGENIERIA UNAM,CALE,15:14:26,15:14:11.000,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.1,5.3,200608131514A
PHPU1802.171,NE,NE,1.0,1.0,1.0,90,0,1.0,0.0,2.0,N,W,19.044223,98.168466,N,W,15.844,-97.989,2018-02-17,INSTITUTO DE INGENIERIA UNAM ,PHPU,00:36:51,00:37:43.000,24.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.9,6.0,201802170036A
COPL9310.241,NE,NE,1.0,1.0,1.0,90,0,0.0,1.0,2.0,N,W,16.61081,98.98399,N,W,16.54,-98.98,1993-10-24,INSTITUTO DE INGENIERIA UNAM,COPL,07:52:18.2,07:52:17.51,19.0,0.0,6.2,6.6,6.5,0.0,0.0,0.0,0.0,0.0,6.6,102493C
SJLL1310.063,NW,NW,1.0,1.0,1.0,00,90,2.0,0.0,1.0,N,W,16.657822,98.498463,N,W,16.81,-100.11,2013-10-06,INSTITUTO DE INGENIERIA UNAM ,SJLL,15:10:56,15:11:07.000,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.1,201310061510A
RABO1308.212,NW,NW,1.0,1.0,1.0,90,0,1.0,0.0,2.0,N,W,18.569078,98.445409,N,W,16.73,-99.7,2013-08-21,INSTITUTO DE INGENIERIA UNAM ,RABO,13:02:18,13:02:07.000,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.3,201308211302A
GUAC8604.301,NW,SE,1.0,1.0,1.0,90,0,0.0,1.0,2.0,N,W,18.025,102.204,N,W,18.024,-103.057,1986-04-30,INSTITUTO DE INGENIERIA UNAM,GUAC,07:07:18.9,07:07:44,20.0,0.0,6.2,7.0,6.4,0.0,0.0,0.0,0.0,0.0,6.9,043086A
OXLC1405.081,NW,NW,1.0,1.0,1.0,90,0,1.0,0.0,2.0,N,W,17.065039,96.703157,N,W,17.11,-100.87,2014-05-08,INSTITUTO DE INGENIERIA UNAM,OXLC,17:00:16,17:00:49.000,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.4,6.5,201405081700A
TACY1605.081,NE,NE,1.0,1.0,1.0,00,90,0.0,1.0,2.0,N,W,19.404505,99.195246,N,W,16.25,-97.98,2016-05-08,INSTITUTO DE INGENIERIA UNAM,TACY,07:33:59,07:34:43.830,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,5.9,201605080734A
JAMI1802.1714,NE,NE,1.0,1.0,1.0,90,0,1.0,0.0,2.0,N,W,16.284353,97.820692,N,W,15.844,-97.989,2018-02-17,INSTITUTO DE INGENIERIA UNAM ,JAMI,00:36:51,00:36:07.000,24.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.9,6.0,201802170036A
OXCU1308.212,NW,NW,1.0,1.0,1.0,90,0,1.0,0.0,2.0,N,W,17.048881,96.713269,N,W,16.79,-99.56,2013-08-21,INSTITUTO DE INGENIERIA UNAM ,OXCU,12:38:30,12:39:16.000,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.2,201308211238A
PET20401.012,NW,NW,1.0,1.0,1.0,90,0,1.0,0.0,2.0,N,W,17.535396,101.262608,N,W,17.3,-101.36,2004-01-01,INSTITUTO DE INGENIERIA UNAM,PET2,23:58:02.7,23:57:26.000,14.0,0.0,5.2,5.8,5.0,5.6,5.7,0.0,0.0,0.0,5.6,010104L
OXPM1405.081,NW,NW,1.0,1.0,1.0,90,0,1.0,0.0,2.0,N,W,17.061391,96.716899,N,W,17.11,-0.87,2014-05-08,INSTITUTO DE INGENIERIA UNAM,OXPM,17:00:16,17:01:27.000,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.4,0.0,0
SLU21802.161,NE,NE,1.0,1.0,1.0,90,0,1.0,0.0,2.0,N,W,17.280802,100.935496,N,W,16.218,-98.014,2018-02-16,INSTITUTO DE INGENIERIA UNAM ,SLU2,23:39:39,23:40:26.000,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.2,7.2,201802162339A
OXPM1802.173,NE,NE,1.0,1.0,1.0,90,0,1.0,0.0,2.0,N,W,17.061391,96.716899,N,W,16.262,-98.105,2018-02-17,INSTITUTO DE INGENIERIA UNAM ,OXPM,21:30:43,21:30:40.000,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.3,5.2,201802172130A
TNLP0301.221,NW,NW,1.0,1.0,1.0,90,0,1.0,0.0,2.0,N,W,18.095563,99.560805,N,W,18.6,-104.22,2003-01-22,INSTITUTO DE INGENIERIA UNAM,TNLP,02:06:34.5,02:08:18.000,9.0,0.0,6.5,7.6,0.0,7.2,7.6,0.0,0.0,0.0,7.5,012203A
UNIO1408.041,NW,NW,1.0,1.0,1.0,90,0,1.0,0.0,2.0,N,W,17.98762,101.810623,N,W,17.09,-100.84,2014-08-04,INSTITUTO DE INGENIERIA UNAM,UNIO,00:21:49,00:21:38.000,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.1,201408040021A
OCLL1802.161,NE,NE,1.0,1.0,1.0,90,0,1.0,0.0,2.0,N,W,17.036585,99.878515,N,W,16.218,-98.014,2018-02-16,INSTITUTO DE INGENIERIA UNAM ,OCLL,23:39:39,23:40:00.000,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.2,7.2,201802162339A
SMLC0608.191,NW,NW,1.0,1.0,1.0,90,0,1.0,0.0,2.0,N,W,16.654971,96.729233,N,W,15.91,-97.3,2006-08-19,INSTITUTO DE INGENIERIA UNAM,SMLC,05:41:30,05:41:04.000,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,5.6,200608190541A
COMD1511.232,NW,NW,1.0,1.0,1.0,90,0,1.0,0.0,2.0,N,W,18.122359,100.523804,N,W,16.86,-98.94,2015-11-23,INSTITUTO DE INGENIERIA UNAM ,COMD,20:41:20,20:41:16.000,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.6,5.6,201511232041A
THEZ1802.171,NE,NE,1.0,1.0,1.0,00,90,0.0,1.0,2.0,N,W,18.477554,97.383184,N,W,15.844,-97.989,2018-02-17,INSTITUTO DE INGENIERIA UNAM ,THEZ,00:36:51,00:37:26.000,24.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.9,6.0,201802170036A
TOTO0810.201,NW,NW,1.0,1.0,1.0,00,90,2.0,0.0,1.0,N,W,19.330241,98.256828,N,W,17.25,-2.09,2008-10-20,INSTITUTO DE INGENIERIA UNAM,TOTO,05:00:52,05:02:14.000,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.1,0.0,0
TOTO1606.271,NE,NE,1.0,1.0,1.0,00,90,2.0,0.0,1.0,N,W,19.330241,98.256828,N,W,16.2,-97.93,2016-06-27,INSTITUTO DE INGENIERIA UNAM ,TOTO,20:50:33,20:50:39.000,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.7,5.6,201606272050A
ACAR9509.141,NE,NE,1.0,1.0,1.0,90,0,0.0,1.0,2.0,N,W,16.888789,99.835027,N,W,16.31,-98.88,1995-09-14,INSTITUTO DE INGENIERIA UNAM,ACAR,14:04:30.5,14:04:59   ,22.0,0.0,6.4,7.2,7.3,0.0,0.0,0.0,0.0,0.0,7.3,091495C
TNLP8903.101,NE,NE,1.0,1.0,1.0,90,0,1.0,0.0,2.0,N,W,18.095563,99.560805,N,W,17.446,-101.089,1989-03-10,INSTITUTO DE INGENIERIA UNAM,TNLP,05:19:51.0,05:20:25.04,18.0,0.0,5.3,4.8,5.0,0.0,0.0,0.0,0.0,0.0,5.4,031089A
UNIO8509.191,SE,SE,1.0,1.0,1.0,90,0,1.0,0.0,2.0,N,W,17.98762,101.810623,N,W,18.081,-102.942,1985-09-19,INSTITUTO DE INGENIERIA UNAM,UNIO,13:17:42.6,13:18:11.01,15.0,0.0,6.8,8.1,8.1,0.0,0.0,0.0,0.0,0.0,8.0,091985B
POZU9807.051,NW,NW,1.0,1.0,1.0,90,0,1.0,0.0,2.0,N,W,17.09008,99.59754,N,W,16.83,-100.12,1998-07-05,INSTITUTO DE INGENIERIA UNAM,POZU,19:55:07.1,19:54:37.815,5.0,0.0,4.9,4.5,4.9,5.2,4.9,0.0,0.0,0.0,5.3,070598D
AGCA1405.101,NW,NW,1.0,1.0,1.0,00,90,2.0,0.0,1.0,N,W,16.83733,99.64526,N,W,17.06,-100.95,2014-05-10,INSTITUTO DE INGENIERIA UNAM,AGCA,07:36:01,07:35:50.000,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.1,6.1,201405100736A
OXCU1802.171,NE,NE,1.0,1.0,1.0,90,0,1.0,0.0,2.0,N,W,17.048881,96.713269,N,W,15.844,-97.989,2018-02-17,INSTITUTO DE INGENIERIA UNAM ,OXCU,00:36:51,00:36:52.000,24.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.9,6.0,201802170036A
RABO1802.171,NE,NE,1.0,1.0,1.0,90,0,1.0,0.0,2.0,N,W,18.569078,98.445409,N,W,15.844,-97.989,2018-02-17,INSTITUTO DE INGENIERIA UNAM ,RABO,00:36:51,00:37:24.000,24.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.9,6.0,201802170036A
